instance_id,id,user.id,created_at,text
96,1075206313230155776,3001832971,Wed Dec 19 01:48:56 +0000 2018,"""Naththal Awa - Latha Walpola and Eranga Lanka  නත්තල් ආවා ආවා ආවා ජේසු බිලිඳු ආවා  උඳුවප් මාසේ සීතල දවසක මැදියම් රෑ යාමේ  බෙත්ලෙහෙමේ පුංචි ගවලෙනේ ජේසු උපත වූයේ  සාමයේ අරුණලු දසත පැතිර ගියේ  නත්තලේ අපි... https://t.co/cOu1xPZhFm"""
97,1075115578552008704,137992580,Tue Dec 18 19:48:23 +0000 2018,"""ලෝගා දාපු එක ඩුප්ලිකේට් ගහන්නත් හිතලා ආයේ අතෑරියා. සයිබර් බුලින් කරලා රස්සාව නැති කරගන්න බෑ. ලෝගව රිපෝර්ට් කලා හේට් ස්පීච් කියලා. වෙලාවට ඌ රිපෝර්ට් කරන විදිහ කලින් කියලා තිබුනේ 😂"""
98,1075115398851248128,166556379,Tue Dec 18 19:47:40 +0000 2018,"""ලෝගා දාපු එක ඩුප්ලිකේට් ගහන්නත් හිතලා ආයේ අතෑරියා. සයිබර් බුලින් කරලා රස්සාව නැති කරගන්න බෑ. ලෝගව රිපෝර්ට් කලා හේට් ස්පීච් කියලා. වෙලාවට ඌ රිපෝර්ට් කරන විදිහ කලින් කියලා තිබුනේ 😂"""
99,1075109556919853056,911573887,Tue Dec 18 19:24:27 +0000 2018,"""එතකොට බැරිවෙලාවත් ඒකාබද්ධෙන් ආන්ඩුව පිහිටවලා තිබිලා ඒකට unp එකෙන් කවුරු හරි පැන්නොත් ඇමතිකම් දෙනවා.  හැබැයි,   Unp එකෙන් ආන්ඩු පිහිටවලා ඒකට ඒකාබද්දේ හෝ නිදහස් පක්ශේ කවුරු හරි unp එක එක්කලා එක්කහු උනොත් එතකොට ඇමතිකම් නෑ.  මෛත්‍රිපාලගෙත් තියෙන්නේ ටෞකණ තියරි බොල..! 🤭🤔"""
100,1085457780142616577,750011074762551300,Wed Jan 16 08:44:36 +0000 2019,"""@sanathk53122963 ගල් ගොඩ උඩ ඉන්න ඇච්චා 😂👋"""
101,1085444873833062401,494966093,Wed Jan 16 07:53:19 +0000 2019,"""*සාරංශය....* ***'අායුෂ කෙටියි'***  වැඩිය  'උඩ පනින' 'කෑැැ....ගහන' 'දගලන' කාට කාටත්.....ඔන්න කිව්වා🧐🤔🧐 https://t.co/FISpuezJCI"""
102,1085443762094891008,810810947099127809,Wed Jan 16 07:48:54 +0000 2019,"""පාරෙ යන මිනිස්සු මං දිහා බල බල යනව..මොකක් හරි අවුලක්වත්ද මගෙ..😲😧"""
103,1085434776696217600,872998596936962050,Wed Jan 16 07:13:11 +0000 2019,"""@ayajnaz උඩ යන්න එපා😏"""
104,1085429523779338240,1057504418814402560,Wed Jan 16 06:52:19 +0000 2019,"""@NandiyaLive අපි හිටපු විදිහේ මොකක් මතක් වෙන්නද බං !! එදත් පිස්සු කෙලිය අදත් එහෙම තමා 😉උබ දැන් ඉන්න විදිහ හොදයි !!"""
105,1085395714476306432,860871066532663298,Wed Jan 16 04:37:58 +0000 2019,"""@Sansajran ඒ කියන්නෙ ඕන කෙනෙක් සදුන් ගැන දන්නව😂"""
106,1085395431432118273,150624162,Wed Jan 16 04:36:51 +0000 2019,"""@JustFabulous_S සහර සෙන් තෝමස් උන් නම් තෝමියන් කිව්වා  සර්වේසස් උන් මොකක් කිව්වද මතක නෑනෙ.. සර් වේසියන් වත් ද?😂"""
107,1085389700729315330,3066340099,Wed Jan 16 04:14:04 +0000 2019,"""@KawdaBoy @piumi_silva @itzJambole මම ඉතිං උඩ abroad ඉන්නේ 😂"""
108,1085356807113957376,973814985234272256,Wed Jan 16 02:03:22 +0000 2019,"""ඔය මොකක් හරි එකක් දාල...2009 කියල කියන්න.😁🙏 https://t.co/Gee0mzDjo6"""
109,1085275097060003842,887285012453896193,Tue Jan 15 20:38:41 +0000 2019,"""@FriendsGammadda අනේ එතකොට නම් උඩ බිම ඉන්න බැහැ රශ්නය නිසා.තව ජර්සී දැම්මොත් හොදට තියේ...😂😂"""
110,1085231476252147712,2590801622,Tue Jan 15 17:45:21 +0000 2019,"""ඕනෑවට වඩා උඩ තැබීමෙන් වලකින්න. බිමට බහින්නට බැරිවිය හැක."""
111,1085218604054794241,253545294,Tue Jan 15 16:54:12 +0000 2019,"""@BasnayakageGopi මොකක් 🤔🤔😂"""
112,1085210515960487936,1197328178,Tue Jan 15 16:22:03 +0000 2019,"""@ItzmeNeepi මේසෙ උඩ තියන පෝන් එක දැක්ක 😒😒😒😒"""
113,1085202126597283841,750011074762551300,Tue Jan 15 15:48:43 +0000 2019,"""ඇච්චා කලේ ඉඳලම ගල් උඩ තමා 😂👋😂👋 https://t.co/7wlqNZ4orQ"""
114,1085193901902721027,432130044,Tue Jan 15 15:16:02 +0000 2019,"""@pasiya14 දන්නව😂😂"""
115,1085193097997209600,477723520,Tue Jan 15 15:12:51 +0000 2019,"""@maalupaan එයාට මොකක් දැම්මත් ලයික්ස් රිප්ලයිස්. ඉරිසියයිත් එක්ක. 😩"""
116,1085186338444333057,887285012453896193,Tue Jan 15 14:45:59 +0000 2019,"""@amalskr ඔව්.නැත්නම් ඔවුන් උඩ යනවා තවත්."""
117,1085185530885623809,2533578847,Tue Jan 15 14:42:46 +0000 2019,"""@Chami08416797 බංගි උඩ බලන් බුරනවා 😁 ඒක ඊට වඩා වදේ එතකොට"""
118,1085182988978073606,253545294,Tue Jan 15 14:32:40 +0000 2019,"""@EnThunga @Annnuza PS නං Wine උඩ වැඩ අවුලක් නැතුව"""
119,1085164127784382464,2533578847,Tue Jan 15 13:17:44 +0000 2019,"""@Nalinda_lk මොකක්"""
120,1085163216823635968,125697659,Tue Jan 15 13:14:06 +0000 2019,"""@lishwebber @moogater සිරාවටම බං! උඩ යනවනං කොහොම උඩින් යන්න ඕනේ කෙනෙක්ද නේ 💪🏽😉😊"""
121,1085129393255530497,2533578847,Tue Jan 15 10:59:42 +0000 2019,"""@SathsaraPahan ඇයි සැක නම් මොකක් කරන්නද"""
122,1085126265273704448,826381208728723458,Tue Jan 15 10:47:16 +0000 2019,"""ගිය ආත්මෙ පුරුද්දට එක උඩ එක ගල් තියලා ලෙවල් බටෙන් ලෙවල් කළා නම් හරි ...😂🔫 https://t.co/7pNWWLuzkj"""
123,1085125052260003840,3201142667,Tue Jan 15 10:42:27 +0000 2019,"""මිනිසා හඳට ගියාලූ මිනිසා පුදුම උනාලූ බිම බැලුවාලූ උඩ බැලුවාලූ මිනිසා හඳට ගියාලූ  #sajje #lka"""
124,1085114105529159680,462219172,Tue Jan 15 09:58:57 +0000 2019,"""@BeardedBrosLK දන්නව මෙයා කෙල්ලෙක්ට කෙල්ලෙක් බෝල් කරන්ඩෝනෙ ඒත් ඉතින් පැපී බෝල් කරන්නෙ අමිත් මාලින්ගගෙ ආවේසෙන් කියල ඔයල දැනගෙන ඉන්න ඕනෙ 🤦"""
125,1085099827892051968,28772428,Tue Jan 15 09:02:13 +0000 2019,"""🤣😂😂 අපේ එවුන් නම් මොකක් හරි රෙද්දක් අල්ලගෙන මැරෙයි 🤣🤣🤣🔫 https://t.co/R2OFcnOzFl"""
126,1085094043778863106,937851182864678913,Tue Jan 15 08:39:14 +0000 2019,"""@NishadiAnuttara අපි දන්නව😏"""
127,1085080906237267969,253545294,Tue Jan 15 07:47:02 +0000 2019,"""P.s උඩින් දාපු පොලිතින් එක ඉරිලා ගිහින් ඒ හින්දා අල්පෙනිති උඩ මලකඩ කාලා. හදපු දවස් වල තිබ්බ ගතිය නැතුව ගිහින්."""
128,1085079650596982784,1064609664309043202,Tue Jan 15 07:42:03 +0000 2019,"""@SHAN_EVO_ @pasiya14 මේ ඉවෝට කවුරු හරි වතුර ටිකක් ඉහින්න පීස්. මෙයා නැති උනොත් ලස්සන මියුසික් අහලත් ඉවරයි. (ඔව් ඔව් උඩ යවන්න කිව්වෙ 🙊)"""
129,1085077063294377984,750011074762551300,Tue Jan 15 07:31:46 +0000 2019,"""උඩ ඉන්නෙ 😂👋 https://t.co/EkdITpAF7K"""
130,1085073434026041345,905674137133133824,Tue Jan 15 07:17:21 +0000 2019,"""@TeamSesLk අහ් අයියේ ක්‍රිකට් කියන්නේ කෙල්ලො ගොඩක් දාගෙන ඇඳ උඩ කරන එකක් නෙවෙයි 😂😂"""
131,1085071543963504640,905674137133133824,Tue Jan 15 07:09:50 +0000 2019,"""මෙයාලා මේ කියන්නෙ ක්‍රිකට් ගහන එක ගැනද.... කෙල්ලො 7 නම් ම්ම්ම්ම්.. ඒත් අන්තිමට අර කොල්ලට මොකක් වෙයිද 😂😂🏃🔪 #TCLSLමඩ https://t.co/PS9tLRnuZt"""
132,1085065552333164544,905674137133133824,Tue Jan 15 06:46:01 +0000 2019,"""@KawdaBoy @piumi_silva @akhilasg @BeardedBrosLK @EkaThamaiMeka ම්ම්ම්ම් ටොස් එක 😂😂 ලෝගා නේද කාසිය උඩ දාන්නේ"""
133,1085048422036496384,3238809572,Tue Jan 15 05:37:57 +0000 2019,"""@Wind_Desika බංගි මොකක් කියලද බැන්නෙ ඔයාට?🤭"""
134,1085048324552560640,800379642175582208,Tue Jan 15 05:37:34 +0000 2019,"""අයි ඇම් ගොඉන්ග් ටු රන් අවෙ ටු සොමාලියා විත් මයි ගිර්ල්ෆ්‍රෙන්ඩ් 😂😂😂"""
135,1085039082172862465,1057807789,Tue Jan 15 05:00:50 +0000 2019,"""I liked a @YouTube video https://t.co/IT1XsY2GCo දඹුල්ලෙන් උඩ ගිය වායු බැලුනයක්"""
136,1085039025155534849,3238809572,Tue Jan 15 05:00:37 +0000 2019,"""@punchi_kella මොකක්?🤨"""
137,1085034498172035072,488202570,Tue Jan 15 04:42:37 +0000 2019,"""@Indrajithlk ඔයා Match එක එන්නේ නෑ මොකක් උනත් 🤪🤪🤪"""
138,1085022236866572289,1046100586121158656,Tue Jan 15 03:53:54 +0000 2019,"""@_nxveen @LakisuruS දන්නව මචං. කියල වැඩක් නැතිනිසා කටවහන් ඉන්න ව ඉතින්..."""
139,1085019640382644224,864255662,Tue Jan 15 03:43:35 +0000 2019,"""@KawdaBoy හම්මො.. 😂😂😂😂😂  ඒකත් කමක් නෑ කියමු. කාසි වෙනුවට පැපීව උඩ දාන්න ඔට්ටු නෑ.. 🤭"""
140,1085018709096185856,976734101595140098,Tue Jan 15 03:39:53 +0000 2019,"""@Wind_Desika හුම්ම්ම් උං උඩයන්න උඩ යන්න අපිටයි අමාරු."""
141,1085014749253750784,36644221,Tue Jan 15 03:24:09 +0000 2019,"""@Wind_Desika ඔහොම තමයි උඩ තට්ටුව කුලියට දුන්නම"""
142,1085011471862501376,212847371,Tue Jan 15 03:11:08 +0000 2019,"""@maalupaan පැපී දැන් #මාතර_අහස_උඩ"""
143,1085005198383243264,137992580,Tue Jan 15 02:46:12 +0000 2019,"""@ranukad රිදිච්ච උන් ටීම් එකේ නම නැතුවම උඩ පනිනවා බං. බලපං. 🙊🙊🙊"""
144,1085004363649744898,36591833,Tue Jan 15 02:42:53 +0000 2019,"""@MaheshNegombo මොකක් ගැනද බං කියවන්නේ??"""
145,1084968968153120768,213306799,Tue Jan 15 00:22:14 +0000 2019,"""@dkparamee මොකක්?"""
146,1084964280808566784,1057504418814402560,Tue Jan 15 00:03:36 +0000 2019,"""@dudeum_Nethu උඩ පොඩි සිපයියෙක් පෝම් වෙලා ගනන් ගන්න එපා"""
147,1084925492715798528,62795461,Mon Jan 14 21:29:29 +0000 2019,"""I liked a @YouTube video https://t.co/8dE2HGRA1Y දඹුල්ලෙන් උඩ ගිය වායු බැලුනයක්"""
148,1084880992832241664,1072765984468021248,Mon Jan 14 18:32:39 +0000 2019,"""TL එකේ උඩ පහල යද්දි බුටක් කාපු කෙල්ලක් ගේ අදෝනාවක් වරදින්නේ නැ 😃"""
149,1084867411998760961,1007970722021425153,Mon Jan 14 17:38:41 +0000 2019,"""@Amashani_Herath මොකක් කිව්වා 😠😠 ඩැෆ්නිට පස්සෙ මගෙ crush එක මෙයා 😂"""
150,1084859011764113411,905674137133133824,Mon Jan 14 17:05:18 +0000 2019,"""@piumi_silva උඩ එකාද"""
151,1084833679623376896,2380919498,Mon Jan 14 15:24:39 +0000 2019,"""@iamgayash @IamNalinda @bumrahge @NileeGamage හ්ම්ම් අන්න එයා ගං වතුර වෙලාවේ උඩ තට්ට්ටුවේ ඉන්නේ නැතුව ඔයාලාගේ ආපු කෙනා 🤣🤣🤣"""
152,1084830038200143874,3165646736,Mon Jan 14 15:10:10 +0000 2019,"""@Sudumameduvada මොකක්"""
153,1084828818571849729,3238809572,Mon Jan 14 15:05:20 +0000 2019,"""@zamudesh මං උඩ😂😂🔫"""
154,1084826278962872321,1920039648,Mon Jan 14 14:55:14 +0000 2019,"""@NandiyaLive උබේ මොකක් දිගේ😂"""
155,1084821677219864577,1035880539155095552,Mon Jan 14 14:36:57 +0000 2019,"""@NishadiAnuttara මොකක් ද මොකක් ද අැත්තට හෙට😁😁😁"""
156,1084816896862519296,3523674194,Mon Jan 14 14:17:57 +0000 2019,"""@itsme_sii මොකක් කියලද කිව්වෙ 😂"""
157,1084814434105622528,233860469,Mon Jan 14 14:08:10 +0000 2019,"""@SLpathumaa අපි ඒමයි මල්ලි. යවනකොට යවනවා හොයාගන්න බැරි වෙන්ඩම උඩ."""
158,1084812551525990406,3165646736,Mon Jan 14 14:00:41 +0000 2019,"""#ආතල්මල්ලි මොකක් පදනම් කරගෙනද මෙ🤔"""
159,1084789058260221953,943600750197747713,Mon Jan 14 12:27:20 +0000 2019,"""@Disapamok හම්සයි ඔයයි තමා උඩ යැව්වෙ"""
160,1084786240359063552,150624162,Mon Jan 14 12:16:08 +0000 2019,"""@noodles1191 මිදි තිත්ත උඩ පැනල ඉවර උනාමනෙ"""
161,1084780359961755649,201395218,Mon Jan 14 11:52:46 +0000 2019,"""@tharu__ @EnThunga @imal_dasanayake මෙතන මොකක් නමුත් ලොකු දෙයක් සිද්ධ වෙලා තියෙනෝ"""
162,1084774235640258560,943600750197747713,Mon Jan 14 11:28:26 +0000 2019,"""නෑ නෑ මම බෝනික්කියෙක් නෙවෙයි🙊🙊😂  - උඩ යැවීමට ලක් වූ පසු ට්වීට් කරන ලද්දකි-😂😂😂"""
163,1084768640648531968,3927393580,Mon Jan 14 11:06:12 +0000 2019,"""@IshanSameera8 @NishadiAnuttara මොකක්"""
164,1084767811791028230,943600750197747713,Mon Jan 14 11:02:54 +0000 2019,"""@hashikalpana @anuwa01 එතකොට සුකියා ඇවිත් ආයෙ උඩ යවනවනෙ"""
165,1084758506258030594,943600750197747713,Mon Jan 14 10:25:56 +0000 2019,"""@She_is_Nu @nam3chang3d ඒ උනාට අන්න කෙල්ලොන්ට බනිනව කොල්ලො පස්සෙන් ආවට උඩ යන්න එපාලු ඉල්ලුම වැඩි බාල බඩු වලටලු🤦🏼‍♀️🤦🏼‍♀️😂"""
166,1084754679127453697,2380919498,Mon Jan 14 10:10:43 +0000 2019,"""@maalupaan හ්ම්ම්ම් දැක්කා එක දැන් ඩිලිට් නේ.. අඩේ ඔකා එක්ක හුරතල් වෙන්න තරම් මට මොකක් හරි මානසික අවුලක් තියෙනවා වගේ පේනවා ද🤔🤔"""
167,1084743230573371392,1319729186,Mon Jan 14 09:25:14 +0000 2019,"""@Nimsidk මොකක් 😂"""
168,1084737530426155008,713738846416973824,Mon Jan 14 09:02:35 +0000 2019,"""@ItzmeNeepi මං දන්නව මමත් එක්කෙනෙක් කියල අක්කෙ🤗"""
169,1084734839142592512,1742620412,Mon Jan 14 08:51:53 +0000 2019,"""ලබ්බට කෝටු ගහපු පඩරැලක් හරි ලස්සනට පේන ගොං හුත්තලා ඉන්නකන්  ලංකාවෙ ඉන්න ඕන ගොං බඩුවක් මේකප් ටිකක් උලාගෙන උඩ යයි...🤢  #නොදකිං #ආතල්මල්ලි"""
170,1084726753770131457,1742620412,Mon Jan 14 08:19:46 +0000 2019,"""ඊයේ මේ පැත්තට එන්න බැරි වුනා. මොකක් හරි ක්‍රිකට් සීන් එකක් වුනාද ? අපේ එවුන් ටුවර් එකක් වත් දිනලද ? මොකක්ද අර ඉමේජ් සීන් එක ? 🤔"""
171,1084721976399155200,1075417369273458690,Mon Jan 14 08:00:46 +0000 2019,"""@nam3chang3d @DeV_DaZ මොකක් 😭 නෑ අරක හොඳයි 😏"""
172,1084721043627884544,2991695292,Mon Jan 14 07:57:04 +0000 2019,"""@DeV_DaZ @Amashani_Herath උඩ යන්න? කවකටු පෙට්ටි උඩගියේ මොන ලෝකෙද? මොන කාලෙද? 😂😂😂"""
173,1084720224962674688,1075417369273458690,Mon Jan 14 07:53:49 +0000 2019,"""@DeV_DaZ @nam3chang3d අම්මෝහ් 😂 බිම වැටුණත් උඩ යන් නෑමයි අයියෙ 😌😂😂😂😂😂😂"""
174,1084720074391379968,2473955773,Mon Jan 14 07:53:13 +0000 2019,"""@Amashani_Herath @nam3chang3d පුටුවට තියලා බැදගන්න අමා.නැත්තන් උඩ ගියොත් මාර අව්ල 😂"""
175,1084717190035558401,1742620412,Mon Jan 14 07:41:45 +0000 2019,"""@Rasthiyaduwa අඩෝ උඩ කොනේ ඉන්නවා දැක්කේ දැන් 😂"""
176,1084715693352730624,982608810928844801,Mon Jan 14 07:35:48 +0000 2019,"""අඩෝ අයියේ ඊයේ රත්නපුරේ ත්‍රීවිල් එකක චූටික්කි කියලා ගහලා තිබ්බා.( පහත් ටුවීටයට අදාලව - මන් දැන් උඩ) https://t.co/CQVqrDuruC"""
177,1084714017904459776,2689996932,Mon Jan 14 07:29:09 +0000 2019,"""@Lasaa_V ඕය ලිස්ට් එකෙන් දෙන්නෙක්ව නම් දන්නව උන් මරු චරිත..."""
178,1084712503937040385,891470428685848576,Mon Jan 14 07:23:08 +0000 2019,"""මොකක් හරි පොස්ට් එකක් හදලා හෙනගහනන?  කියලා සෙයා කරාම ඇත්තටම  හෙනවදිනවද?"""
179,1084711253161857024,2483063340,Mon Jan 14 07:18:10 +0000 2019,"""@ExcuzeMiReturn @GloryMinion ෆීල් කරා මොකක්? 🌚"""
180,1084705947170336768,3773388739,Mon Jan 14 06:57:05 +0000 2019,"""මොකක් හරි හේතුවක් හින්ඳා.. අමුඩේ අමතක වෙලා තිබීයන්  https://t.co/uQ4wyu2nPO"""
181,1084695516808544256,885726737073451009,Mon Jan 14 06:15:38 +0000 2019,"""ගෙදර වහල උඩ රිලව් දඟලනවා අම්මා: පුතේ රිලව් ඇවිත් මම: දැන් මම මොකද්ද කරන්න ඕන අම්මා: පොඩ්ඩක් ඉස්සරහට ගිහින් බලන්නකො මම: ඇයි හායි කියන්නද"""
182,1085475796276445184,4216937062,Wed Jan 16 09:56:11 +0000 2019,"""සමහර එවුන් ට්‍රැවල් කිය කියා බොරුවට දඟල දඟල යන්නේ මොකක් හරි වඩිග පටුනක් නටලා ඇඳන් යන එකයි කන්න අරන් යන එකයි එතනම කරන එකක් කරලා දාලා එන්න තමා..  අනේ හු* උන්ගේ ට්‍රැවල් 😎🖕 https://t.co/fbRF2ycA4B"""
183,1085434623331463168,100980318,Wed Jan 16 07:12:35 +0000 2019,"""@kazZtr_ @DJSlash9 ඔයිල් නැත.. ඔය එකී මෙකී සියල්ලම පරීක්ෂා කර බැලුව බං. කොරන්නම දෙයක් නැති තැන තමා පටවන් අවෙ.. ඒකයි මට හිතුනෙ එන්ජිමට කෙලවිලාම ඇති කියල. අනික ඔය කියන වෙලාවෙ මම අධික වේගයෙන් රිය ධවනය කලා.. සමහර විට එන්ජිමට  නවතින්න ඕනෙ උනත් නවතින්න නැතිව ඇති.. තියන සබ්බ සකලමනාවම ඇඹරිලා හිටිනකම්ම."""
184,1085372366690181122,3165646736,Wed Jan 16 03:05:12 +0000 2019,"""@nthathsaranii කෙල්ල බැදලා ටික කාලෙකින් මැරෙනවා මොකක් හරි වෙලා. කොල්ලගෙ අම්මයි තාත්තයි කොල්ලට ආයෙ බදින්න කියනවනෙ?නොකියා ඉන්නෑනෙ.මං මෙ වෙන කතාවක් ගත්තෙ.මොනා උනත් තමන්ගෙ අම්මයි තාත්තයි තරම් අපිට ආදරෙ කවුරුවත් නෑනෙ."""
185,1085251327972728833,4286572754,Tue Jan 15 19:04:14 +0000 2019,"""@iamharshana1 @iamgayash එක්කෙනෙකුට බැයිද තුන් හතර දෙනෙක්ව තියා ගන්න. පල්ලෙහා ගෙදර අක්කයි තව නම්කි කෙනෙකුයි වෙන්ඩ කෙනයි.  මං උඩ දෙන්නට බලාපොරොත්තු දීලත් නැත්තේ අනවශ්‍යය සම්බන්ධකම් පවත්වන්නෙත් නැත්තේ තුන්වැනියා නිසා. හැබැයි එහෙම පුළුවන්නම් ගයාශ් අයියවත් ගෙට දාගන්නවා 😍😍😍😍"""
186,1085235644266352642,1072765984468021248,Tue Jan 15 18:01:54 +0000 2019,"""@tharu__ මම දවසක් ඉන්දියන් එකෙක් එක්ක වලියක් දා ගත්තා. අන්තිමට ඌ කිව්වා මොකක් හරි එකකට Wrong English කියලා. මම කිව්වා මගේ තාත්තා සුද්දෙක් නෙවෙයි උඹේ වගේ කියලා 😃😃"""
187,1085230908339187712,965954850092535811,Tue Jan 15 17:43:05 +0000 2019,"""කම්මැලි වෙයන් පොලවේ ඉදන් අහසට පාවෙන්න  උබලා උඩ නිසා තිස්තුන්කෝටියක්ම දැන් පොලවේ ඉස්සර රොටිය 5යි දැන් 25යි ඉස්කෝලේ කැන්ටිමේ ඇමතුම ඉස්සුවම 13යි ඉස්සර දැන් එන ඒවා නොමිලේ තාක්ෂනය දියුණුයි බඩට වෙන ආක්‍රමණ තියුණුයි අපි කන්න මැරෙන්නේ අකාලේ මැරෙන්න අපි යන්න හදන්නෙම අපායේ ඇරෙන්න …"""
188,1085189686740410368,3238982816,Tue Jan 15 14:59:17 +0000 2019,"""බැදීමේ නම මොකක් වුනත් වැරැද්දක් වෙන්න යද්දි ඕක ඔයාට ගැළපෙන් නෑ හරියන් නෑ ඕක කරන්න කලින් හිතන්න කියලා මට කියන්නේ බොහොම සුළුතරයක්..😊  එහෙම කෙනෙක් කියන දෙයක් මම හදවතින්ම අහනවා💛  මොකද බහුතරය කැමති වරදිනවට  බලන් ඉන්නේ තව කෙනෙක්ට ඇගිල්ල දික් කරන්න, ලැජ්ජා කරන්න  ඒ තමා මනුස්ස ගතිය"""
189,1085130828273709056,983394040790925312,Tue Jan 15 11:05:24 +0000 2019,"""අපේ රට දැන් එන්න එන්නම දුප්පත් වෙනව.දුගි ජනතාව සල්ලි කාරයගේ වහලුන් කරගන මේ රටේ පාලකයො මොනවද කරන්නෙ නිකන් උඩ බලාගෙන ඉන්නව.මැති අැමති වරැන්ට තමන්ගෙ පැත්ත දිනුවට පස්සෙ ජනතාවට හෙන ගැහුවත් කමන්නැ කියල වැඩ කරන්නෙ.දුසිත පාලකයන්ට එරෙහිව ජනතාව පෙල ගැහුනු දවසට පාලකයන්ට වස බොන්න වෙන්නෙ එදාට"""
190,1085083613367029760,924978151,Tue Jan 15 07:57:47 +0000 2019,"""වක්කඩ ලඟ දිය වැටෙන තාලයට තිත්ත පැටව් උඩ පැන නැටුවා වැස්ස වහින්නට ඉස්සර අහසේ වලාකුලෙන් විදුලිය කෙටුවා කිව්වට වස් නැත නිල් නිල් පාටින් කටරොළු මල් වැට වට කෙරුවා තුන් දවසක් අමනාපෙන් සිටි කලු නෝක්කාඩු... https://t.co/HvHxp2bxE5"""
191,1085047387284885506,955051442183684096,Tue Jan 15 05:33:50 +0000 2019,"""ෆේස්බුක්වලට වෙලාතියෙන්නෙ මේක තමයි. මිනිස්සුන්ව සයිකලොජිකලි ඉන්ෆ්ලුවන්ස් කරල අල්ලගන්න පුලුවන් කියල තේරුනු ගමන් ඒව එක්ස්ප්ලොයිට් කරන එක්ස්පර්ට්ල ටිකක් හැදුන. උන් දන්නව මිනිස්සුන්ගෙ ක්ලික් වෙන තැන්.   අන්තිමේ ජෙනුයින් මොකක්ද, ඉන්ෆ්ලුවන්ස් කරන්නෙ මොකක්ද කියල හිතාගන්න බැරි තැනටම ආව. https://t.co/SB3Jy6MzUA"""
192,1085022538604851200,877338855413694464,Tue Jan 15 03:55:06 +0000 2019,"""කොස් ගහේ උඩ අත්තෙ  පොඩි කුරුලු කූඩුවක්  කිචි බිචිය ඇහෙනවා  නිරතුරුව ජනේලෙන්  අම්මා එයි පොඩි පැටියො  අඬන්නට එපා දැන්  අද  කෑම දෙන්න නැහැ  මාත් බඩගින්නෙදැන් https://t.co/b2kc0kyzII"""
193,1085015983452958720,931662782264696838,Tue Jan 15 03:29:03 +0000 2019,"""රට බෙදෙන්නත් පුලුවන්.. ආණ්ඩුවේ තීරක බලවේගය අපි.. අපි ඒක පෙන්නන්නෙ නෑ.. පෙන්න ගත්තොත් ඒක ප්‍රශ්නයක්.. ඒක ආණ්ඩුවත් දන්නව.. - ඒබ්‍රහම් සුමන් - https://t.co/0XHlhPLryx"""
194,1085001464202911744,344148748,Tue Jan 15 02:31:22 +0000 2019,"""අස්ලි ඩෙරික්ගේ ඔළුවෙන් කෙස් ගලවගන්නේ මොකක් කරන්නද?  අද රාත්‍රී 9:25 ට හිරු TV බලන්න | තාමත් ආදරේ නැත්නම් පසුගිය කොටස් සියල්ලම හිරු Tube ඔස්සේ නරඹන්න - https://t.co/Vo0ZPC2lnr Like US - @Hiru TV Follow US - https://t.co/FuhHOGzhog  #ahasmaliga... https://t.co/KFpVM4GHFe"""
195,1085000979903324160,344148748,Tue Jan 15 02:29:26 +0000 2019,"""ගිනි පොලියා හැම ඇත්තක්ම කිවුවම කැලුම්ට මොකක් වෙයිද ?  අද රාත්‍රී 8:30 ට හිරු TV බලන්න | අහස් මාලිගා පසුගිය කොටස් සියල්ලම නරඹන්න - https://t.co/wo9oMHV9w5 Like US - Hiru TV - Sri Lanka's Number One Television Channel Follow... https://t.co/JvhJvsj62Y"""
196,1084880822941962246,2343977528,Mon Jan 14 18:31:58 +0000 2019,"""""රහත් හිමිවරුන්"", Charitha Rakshitha Attalage ගෙ අලුත්ම වැඩේ 😍  ලංකාවෙ නහයෙන් අඬපු අඳෝනා, සංගීතමය  ද නොවුණු කලාවක් ද නොවුණු මොකක් දෝ එකේ අවසානය සනිටුහන් කරපු සංගීත අධ්‍යක්ෂකවරුන්ගෙන්  කෙනෙක් තම යි Charitha Rakshitha Attalage .... https://t.co/KFu1fAGGYc"""
197,1084852886922653696,2911831267,Mon Jan 14 16:40:58 +0000 2019,"""කුඹ ගසක් උඩ නැවතිලා සිනා තලමින් සඳේ ඇයි සරදම්.. බලන් කැඩපත සොඳුරියේ පාට වත්සුනු දෙකොපුලෙන් පිසදා..  පෙරුම් පුරමින් හමුවෙලා උනුන් රහසින් බැන්ද ආදර පෙම් බලන් කැඩපත සොඳුරියේ කුමන අරුමද නර කෙසක් පැහිලා.. https://t.co/sDsKvgzdaB"""
198,1084809484235563008,905674137133133824,Mon Jan 14 13:48:30 +0000 2019,"""#TCLSL වල පැපීගේ ටීම් එකයි පාරමීගේ ටීම් එකයි මැච් එකක් වැටිලා, පාරමී කාසිය උඩ දාලා නෝනද පොල්ලද කියලා පැපීගෙන් ඇහුවොත් පැපී මොකක් ඉල්ලයිද? #Loගොන්Answers #RathumakaraFM"""
199,1084690434650226688,2373363534,Mon Jan 14 05:55:26 +0000 2019,"""🐢 ඉබ්බා vs කොක්කු අලුත් එක  + මෙ දැන් උඩ යන ගමන් ඉන්නෙ .. කොල්ලො කුරුට්ටෝ හු.. කිව්වොත් කට අරින්න එපා .. මතකනෙ උම්බෙ සියාට උන දේ.. - හරි බං  😒🙏"""
